StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,solv_dip,LsoluHsolv,LsolvHsolu,DeltaG_sol,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
KKJPFYIKWNKDSH-WZIZPHDVSA-N,[H][C@@]12CC[C@@](C)([C@@H](O)[C@H]1NC(=O)[C@@H](O)C(C)(C)CO)C2(C)C,Test,-0.415569911,299.411,172.5,198.918,-982.464651,5.1159,0.23396,0.23051,-0.016336,524.2424927,-3.10354,-4.36084,-0.80585,0.67449,-3.73966,,,,,,,,,,,,,,50,11599,20003.5,22329.5,0.502269635,0.539717779,0.923997117,6,32.86434027,-179.6474795,212.5118198,4683,0.037323155,0.01861106
KKWXXQXQVFLMOP-LSLJNABFSA-N,C[C@H]1OC(=O)C(C1=O)C(C)(C)C1=C(CC(C)=O)[C@@H](C)OC1=O,Train,-0.635148702,308.331,171,233.918,-1072.871878,9.75,0.1815,0.2438,-0.024908,511.2371521,-3.46839,-1.83367,-0.78066,0.83805,-3.46839,,,,,,,,,,,,,,42,13730.5,17481,21784,0.571104537,0.697090839,0.757961783,4,72.50772075,-355.2764657,427.7841864,10246,0.041751336,0.015754065
KMPWYEUPVWOPIM-QAMTZSDWSA-N,[H][C@](O)(C1=CC=NC2=C1C=CC=C2)[C@@]1([H])C[C@@H]2CC[N@]1C[C@@H]2C=C,Train,-2.614625863,294.396,263,180.38,-921.665215,4.1042,0.19384,0.19091,-0.011768,533.3216553,-0.77625,-3.87251,-0.77625,0.5081,-1.78897,,,,,,,,,,,,,,44,13162,17497,23682,0.548717145,0.699323525,0.872729484,6,21.66142243,-162.3669493,184.0283718,4784,0.030475521,0.012308503
KMRIWYPVRWEWRG-UHFFFAOYSA-N,OC1=CC(=C(O)C=C1)P1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2,Train,-1.609235088,324.273,254.5,244.69,-1335.876932,9.1904,0.18354,0.18937,-0.01711,519.8679199,-3.38439,-2.80031,-1.12248,2.26412,-1.12027,,,,,,,,,,,,,,36,16107,18103,21302,0.713074463,0.879652174,0.97919628,4,50.6230397,-233.9701294,284.5931691,7428,0.037954064,0.015384209
KOOOGBROHMNAPU-UHFFFAOYSA-N,O=C(N=N#N)C1=C(C=CC=C1)N(=O)=O,Train,0.424178789,192.134,37.5,135.448,-713.630742,8.4538,0.14587,0.26436,-0.012566,359.7631226,-1.34992,-0.17986,-0.59159,0.6662,-0.91892,,,,,,,,,,,,,,18,8864.5,10573.5,15786.5,0.461305599,0.573410426,0.829478678,2,30.03310797,-208.7495024,238.7826104,6069,0.039327865,0.011398924
KOZNAHJIJGCFJJ-UHFFFAOYSA-N,OC1C(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)CC11CCCC1,Train,-1.261272604,401.509,109.5,289.804,-1317.967492,3.6884,0.20914,0.1878,-0.020713,709.2817383,-2.03635,-3.26533,-0.77716,0.73518,-4.68667,,,,,,,,,,,,,,60,11165.5,28444,31387.5,0.335724573,0.340595649,0.930720704,11,-47.44138549,-215.3279952,167.8866097,2425,0.034573592,0.016671019
KPDYGMJTDBCCLN-UHFFFAOYSA-N,OC(=O)C1=CC=CC2=C1C1=C(C(=O)C3=CC=CC=C3C1=O)C1=CC=CC=C21,Train,-1.90867981,352.346,267.9,237.515,-1184.426349,2.4043,0.1408,0.21208,-0.015502,538.3259888,-2.50744,-0.90527,-0.7137,0.8253,-2.50744,,,,,,,,,,,,,,39,13199,14074.5,27846.5,0.468092987,0.493977245,0.800080649,5,-31.99520338,-237.0111902,205.0159869,3999,-0.043270856,0.014243627
KPZYYKDXZKFBQU-UHFFFAOYSA-N,NC(=O)C1=CC=CC2=NC3=CC=CC=C3N=C12,Train,-2.277799425,223.234,241,119.985,-740.195611,6.2991,0.14175,0.21712,-0.012531,412.6043701,-0.70569,-0.33008,-0.84506,0.66251,-2.4042,,,,,,,,,,,,,,26,8149,10718.5,20597.5,0.31958764,0.409090909,0.833098604,4,23.24805477,-149.9662423,173.2142971,4165,0.034667258,0.008398779
KQTZMXWZIFCPHF-UHFFFAOYSA-N,COC(=O)CN1C(CC2=CC=CC=C2)C(=O)N(C1=O)C1=CC=CC=C1,Train,-0.073451345,338.363,97.25,237.836,-1145.087914,4.7361,0.22344,0.21779,-0.020238,607.1456299,-2.46556,-1.17709,-0.66234,0.85941,-3.47657,,,,,,,,,,,,,,43,17223.5,19048.5,24642,0.506097543,0.542472743,0.864717798,6,-69.32772404,-332.2180733,262.8903493,7974,0.03207801,0.009816338
KRHAFJJBYFYLAB-XWJSGITJSA-N,CCC12SC3S[C@](CC)(S[C@](CC)(S3)S1)S2,Train,-1.437529925,328.633,209.5,247.01,-2779.628851,0.6377,0.22541,0.19784,-0.009456,466.5367126,0,-6.00759,-0.78355,0.33286,1.80601,,,,,,,,,,,,,,32,14230.5,15889.5,19419,0.643264217,0.905291958,0.920454493,8,-46.30548333,-116.6221809,70.3166976,955,-0.031065521,0.006712936
KRKNYBCHXYNGOX-UHFFFAOYSA-N,OC(=O)CC(O)(CC(O)=O)C(O)=O,Train,0.045776626,192.125,153,132.826,-759.994943,7.4371,0.21934,0.26417,-0.025186,351.6726379,-4.799,1.51444,-0.76725,0.83136,-4.799,,,,,,,,,,,,,,21,9154.5,11353,14093.5,0.566473988,0.657142857,0.830508475,2,6.097544522,-275.8792726,281.9768171,5598,-0.049281756,0.039329084
KTALPKYXQZGAEG-UHFFFAOYSA-N,CC(C)C1=CC2=C(SC3=CC=CC=C3C2=O)C=C1,Train,0.231856107,254.353,73.5,186.132,-1091.395029,3.9316,0.17888,0.19547,-0.008123,470.4292297,-0.63728,-3.32263,-0.67584,0.5499,-0.19277,,,,,,,,,,,,,,32,9341,15451.5,21655.5,0.485507694,0.5702962,1,3,3.858088304,-112.5391006,116.3971889,2377,-0.047345015,0.01892751
KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,Train,-0.493387613,240.439,153.25,147.134,-1938.004403,2.7013,0.21924,0.18575,-0.014124,429.8609924,0,-2.06464,-0.49396,0.26447,-1.00308,,,,,,,,,,,,,,24,9716,16847,17609,0.517412938,0.562189055,0.905172414,3,-45.92666088,-295.0319765,249.1053156,6337,-0.046557042,0.011775421
KUOQWUNJMMXMGI-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.745606359,480.694,133,338.507,-1500.530967,12.4285,0.22846,0.15695,-0.022633,951.4941406,-1.30915,-7.30167,-0.68798,0.84235,-3.45299,,,,,,,,,,,,,,79,18634.5,33542.5,40660.5,0.256106442,0.456018962,0.516431925,2,-70.45984634,-411.5704148,341.1105685,10641,0.032056251,0.007565905
KWTWDQCKEHXFFR-SMDDNHRTSA-N,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,Test,0.176072292,221.343,88.42,213.861,-677.034589,1.5734,0.24298,0.18667,-0.008361,478.5310364,-0.72727,-4.39187,-0.72727,0.52199,-1.29218,,,,,,,,,,,,,,39,13185.5,16205,17811,0.697340019,0.831234141,0.85929175,5,-4.743237076,-83.71055688,78.9673198,2325,-0.029357674,0.008004209
KZNIFHPLKGYRTM-UHFFFAOYSA-N,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1,Train,-2.261489524,270.241,345.25,177.338,-953.620579,7.403,0.17968,0.20281,-0.018426,461.6270447,-3.29877,-0.14056,-0.72325,0.53583,-3.29877,,,,,,,,,,,,,,30,8303.5,12985.5,23535,0.306700701,0.449143702,0.62013123,7,68.68338273,-179.900144,248.5835267,3332,-0.046913769,0.014876342
KZTJCLJWIVFCLV-UHFFFAOYSA-N,CC(N(CCC(O)=O)C(C)=O)C(O)=O,Train,-0.759830847,203.195,140.5,164.584,-743.470231,5.5691,0.23242,0.23347,-0.020611,400.6634827,-3.41769,-0.09906,-0.77628,0.83421,-3.90605,,,,,,,,,,,,,,27,10274.5,14664.5,15281,0.582010582,0.87102691,0.888687717,4,51.14877927,-230.5594605,281.7082398,6175,0.040418279,0.016088824
LGGDXXJAGWBUSL-BKRJIHRRSA-N,[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2OC(C)=O)=CC=C3OC,Test,-0.294172235,343.423,117.25,242.043,-1132.493356,5.45,0.25104,0.1793,-0.014146,541.4901733,-2.30996,-3.32129,-0.77791,0.83349,-2.8717,,,,,,,,,,,,,,50,15396.5,19140.5,22698,0.595637624,0.724248872,0.825714357,8,-111.6782569,-243.8150012,132.1367443,4404,-0.050187553,0.020268383
LGRFSURHDFAFJT-UHFFFAOYSA-N,O=C1OC(=O)C2=CC=CC=C12,Train,0.247301268,148.118,131,98.55,-532.914453,8.0803,0.14731,0.2774,-0.011999,303.2986145,-1.6701,0.58124,-0.5596,0.82033,-1.6701,,,,,,,,,,,,,,15,6690.5,7276,13514.5,0.452554745,0.488188976,0.897810219,2,69.20993029,-179.6282521,248.8381824,6731,0.036968977,0.01256365
LGVLGQRLNSNPQT-UHFFFAOYSA-N,O=C(NC1=CC=C(NC(=O)C2=CC=CC=C2)C2=C1C1C3=C(C=CC=C3)C2C2=C1C=CC=C2)C1=CC=CC=C1,Train,-1.993504125,492.577,318.75,386.105,-1569.72389,7.4392,0.19786,0.18622,-0.02597,815.1205444,-1.33642,-3.96305,-0.66822,0.68509,-2.60078,,,,,,,,,,,,,,62,17878,29430,34811.5,0.48427673,0.585300684,0.928994083,5,89.9687422,-328.3216141,418.2903563,12395,0.033746701,0.013146277
LHNVKVKZPHUYQO-SRWWVFQWSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1(O2)C(C)=O,Train,-0.731952364,328.452,206,262.807,-1042.375044,7.2341,0.20111,0.21597,-0.01608,537.7209473,-1.79355,-5.27863,-0.77254,0.58245,-1.79355,,,,,,,,,,,,,,52,12518.5,20593,23478,0.525565761,0.55089253,0.932472542,7,111.7784372,-215.687158,327.4655952,10640,0.030201414,0.007523916
LIKSPRLIPHRBCL-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)CCCCCCCCC(O)=O,Test,-2.265526513,368.601,93.5,300.86,-1128.166289,1.6547,0.23581,0.2244,-0.018485,873.2404175,-1.98989,-8.7509,-0.72643,0.83158,-1.98989,,,,,,,,,,,,,,70,17925,31045,37271.5,0.158458244,0.194950007,0.281954895,7,-4.388394047,-164.9620946,160.5737006,3045,0.028542521,0.005014674
LILPOSVDSDEBCD-UHFFFAOYSA-N,N#CSCCSC#N,Train,-0.04508515,144.221,89.65,86.994,-1060.644629,0.0005,0.18916,0.26116,-0.014306,320.0921936,0,-1.07765,-0.59351,0.33487,-0.074,,,,,,,,,,,,,,12,5585,11117,12447,0.391534392,0.472086736,0.787234043,3,171.8332445,-149.2330642,321.0663087,6905,0.046497655,0.015710076
LKEGCXYQDMPMDD-UHFFFAOYSA-N,NC1=C(NC2=CC=CC=C2)C=CC(Cl)=C1,Train,0.327631972,218.686,79,185.225,-1033.470679,3.6008,0.22878,0.17397,-0.009342,426.1889648,0,-1.77352,-0.87146,0.43494,-1.54731,,,,,,,,,,,,,,26,9315,14597.5,18881.5,0.441462195,0.627647382,0.66400003,9,63.07830074,-86.69468119,149.7729819,3478,0.041165648,0.015415669
LLIQJKREYJVRFV-UHFFFAOYSA-N,CC(N(CCC#N)CCC#N)C(O)=O,Train,0.494803302,195.221,76.15,150.278,-665.327145,6.9258,0.21779,0.21976,-0.020162,411.895874,-1.36455,-1.02585,-0.72298,0.81763,-2.72829,,,,,,,,,,,,,,27,12057.5,13261.5,15722,0.630542913,0.758919775,0.780739391,4,237.6644114,-206.8165952,444.4810065,10899,0.040781815,0.014164247
LLOXZCFOAUCDAE-UHFFFAOYSA-N,OC1=CC=C(O)C(=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1,Test,-1.626268427,310.289,214.5,210.676,-1261.811629,8.4577,0.20735,0.18624,-0.016448,531.3591309,-2.60174,-3.83201,-1.1325,2.00155,-0.60019,,,,,,,,,,,,,,37,16956.5,18089.5,19922,0.717024654,0.719533515,0.927895975,4,42.06798155,-239.5762156,281.6441971,7813,0.035937149,0.015398261
LMVPQMGRYSRMIW-KRWDZBQOSA-N,CSC1=N[C@](C)(C(=O)N1NC1=CC=CC=C1)C1=CC=CC=C1,Train,-0.095388362,311.407,138,231.883,-1295.482965,2.9339,0.22274,0.19849,-0.013391,555.5319214,-0.62102,-2.8855,-0.82342,0.72279,-1.65778,,,,,,,,,,,,,,39,15796.5,19327.5,20738,0.699672605,0.763134063,0.941292685,9,-56.70653393,-198.1206746,141.4141407,3439,-0.039869987,0.014339449
LOUPRKONTZGTKE-LHHVKLHASA-N,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12,Train,-1.232358035,324.423,172,256.061,-1036.164713,1.955,0.19688,0.18711,-0.014235,578.9680786,-1.32602,-3.75992,-0.77737,0.50786,-2.334,,,,,,,,,,,,,,48,14485.5,18414,25973.5,0.537536192,0.671108552,0.790959413,8,-31.87833865,-215.3978463,183.5195077,5921,-0.035649008,0.012579713
LPTITAGPBXDDGR-IBEHDNSVSA-N,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,Train,-0.022027947,390.344,131.5,314.56,-1450.247896,4.1481,0.23693,0.25984,-0.026348,662.4379272,-6.57263,0.62213,-0.78269,0.83733,-6.57263,,,,,,,,,,,,,,49,17763.5,18607,29300.5,0.43697479,0.457777778,0.940597424,8,17.68253258,-342.3771727,360.0597053,12312,0.028146101,0.005282841
LRUIWCGKRGPZSC-UHFFFAOYSA-N,NC1=C(NC2=CC(Cl)=CC=C2)C=CC(Cl)=C1,Train,-0.136173606,253.131,100,173.413,-1493.079235,2.7132,0.22154,0.18255,-0.009846,450.5749207,0,-1.55875,-0.86809,0.43835,-1.55992,,,,,,,,,,,,,,26,9551.5,15893.5,20032.5,0.410929525,0.585597636,0.67148932,6,152.0992013,-49.322272,201.4214733,3396,0.046453604,0.016637014
LTHCSWBWNVGEFE-UHFFFAOYSA-N,CCCCCCCC(N)=O,Train,-0.3690667,143.229,105.1,163.394,-444.920648,5.0898,0.24871,0.23197,-0.010692,398.4481812,-0.70165,-2.87697,-0.86571,0.68464,-1.56736,,,,,,,,,,,,,,27,9874,12541,15853.5,0.357487902,0.425389557,0.480519477,2,1.926277534,-125.1773604,127.1036379,2944,0.04317379,0.018899368
LWPQIJQNKMXHIU-UHFFFAOYSA-N,OC1=C2C=CC=CC2=C(O)C(=C1)P1(=O)OC2=CC=CC=C2C2=CC=CC=C12,Train,-1.900236048,374.332,293.5,242.142,-1489.473135,8.4489,0.18737,0.17965,-0.019095,574.5088501,-3.36026,-3.30815,-1.09946,2.23838,-1.12188,,,,,,,,,,,,,,42,17009,19511,24742,0.604146216,0.755102156,0.912973926,5,28.33390811,-269.8914788,298.225387,7622,0.037297849,0.0150849
LYHDDQSUMYQBNO-UHFFFAOYSA-N,CN1C2C(N(C)C1=O)N(C)S(=O)(=O)N2C,Train,-1.906661981,234.279,178,140.174,-1117.831325,8.5604,0.23702,0.22582,-0.021248,398.5868225,-2.5978,-0.84153,-0.94931,2.43827,-2.71177,,,,,,,,,,,,,,29,11841,12188,16920,0.714488636,0.778795858,0.904932089,2,44.10835241,-306.3965128,350.5048652,8262,0.042423731,0.014987188
MBUKWVQKGHOBTG-UHFFFAOYSA-N,O=C(N=N#N)C1=CC(=CC=C1)N(=O)=O,Train,0.129779372,192.134,67.5,133.846,-713.642928,7.1373,0.1398,0.2771,-0.011348,361.0899658,-1.39745,-0.14769,-0.60074,0.66403,-0.98151,,,,,,,,,,,,,,18,7037.5,10837,16718,0.313131323,0.462686567,0.764955525,3,89.85476202,-150.0941916,239.9489536,6839,0.035085386,0.011200761
MCLWZZQNZUTOLS-UHFFFAOYSA-N,O=C(NC1=NC=CN=C1)C1=CC=C(C=C1)C(=O)NC1=NC=CN=C1,Train,-3.505570497,320.31,324.5,210.286,-1095.741966,7.7741,0.16701,0.23309,-0.029321,569.3375854,-1.25724,0.84167,-0.64888,0.69236,-4.3056,,,,,,,,,,,,,,36,8212,20865,26829,0.278815315,0.392857171,0.68549636,7,102.6130391,-325.6887396,428.3017787,6715,0.052598773,0.024074134
MECHNRXZTMCUDQ-RKHKHRCZSA-N,[H][C@](C)(\C=C\[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)C(C)C,Train,-0.200475114,396.657,116,380.085,-1168.099909,2.8561,0.22048,0.17773,-0.009319,754.229187,-0.79993,-9.97225,-0.79993,0.50949,-0.79993,,,,,,,,,,,,,,73,14762,27089.5,34727.5,0.344663638,0.509279695,0.647794122,4,-21.6172338,-77.36855479,55.75132099,1534,0.036343756,0.016222099
MENUYOGJCXAFFU-UHFFFAOYSA-N,N#C\C(=N/NC1=CC=CC=C1)C#N,Test,0.389157907,170.173,144,125.43,-565.433957,8.7458,0.14561,0.22258,-0.013217,380.3591614,0,-0.62405,-0.35324,0.42919,-1.11074,,,,,,,,,,,,,,19,6657.5,10356.5,17224.5,0.328042328,0.492063492,0.640300429,3,123.521491,-156.6987409,280.2202319,6976,0.040169185,0.016780299
MGNCLNQXLYJVJD-UHFFFAOYSA-N,ClC1=NC(Cl)=NC(Cl)=N1,Test,0.027020488,184.412,145.5,91.56,-1659.165924,0.001,0.15963,0.30005,-0.005587,298.3463135,0,1.24507,-0.50342,0.41504,-1.24506,,,,,,,,,,,,,,9,7532,7875.5,12155,0.450704268,0.467153285,0.926507988,8,45.02989833,-28.28574022,73.31563855,853,0.035572961,0.01016858
MGPUCIDTPHNZJM-UHFFFAOYSA-N,O=C(NC1=NC=CC=C1)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,Test,-3.502884391,318.335,278,214.517,-1063.652697,13.407,0.17957,0.22209,-0.028419,588.1982422,-1.28532,-0.46078,-0.65217,0.68986,-3.55464,,,,,,,,,,,,,,38,8659.5,21840,27191.5,0.288025897,0.405172212,0.687022901,2,15.59017054,-415.6568867,431.2470572,9771,0.044135407,0.018236425
MHOOPNKRBMHHEC-HZIBQTDNSA-N,C\C=C\C1=CC(=O)[C@H](O)[C@H]1O,Train,-0.42832076,154.166,127,112.387,-536.402063,7.5971,0.16517,0.23008,-0.015177,348.6630249,-2.19073,-0.86312,-0.7845,0.51696,-2.19073,,,,,,,,,,,,,,21,7421.5,11364.5,14761,0.479713174,0.653587749,0.682947021,3,76.78541181,-186.0814293,262.8668411,6456,0.039417006,0.014198424
MIJYXULNPSFWEK-GTOFXWBISA-N,[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,Test,-1.863279662,456.709,303.5,402.782,-1397.146647,3.1706,0.24605,0.20042,-0.012443,675.1948242,-2.17451,-9.92124,-0.8015,0.85288,-2.17451,,,,,,,,,,,,,,81,15339.5,26578.5,29431,0.489566533,0.607465287,0.953966253,7,-33.032537,-128.3464296,95.3138926,1728,-0.045111834,0.014071555
MNCUCCJMXIWMJJ-UHFFFAOYSA-N,N#CSC=CSC#N,Test,-0.038971514,142.205,56.875,108.463,-1059.426155,0.001,0.1903,0.23583,-0.012565,310.5637817,0,-0.6987,-0.39765,0.4164,0.12276,,,,,,,,,,,,,,10,6223.5,10491.5,12729.5,0.347593583,0.503937095,0.575221239,3,167.8635228,-133.331355,301.1948778,7343,0.04101796,0.015567471
MRQIXHXHHPWVIL-ISLYRVAYSA-N,OC1=CC=C2C=CC=CC2=C1\N=N\C1=CC=CC=C1,Train,-1.130189922,248.284,129.5,177.145,-801.477662,2.5574,0.1542,0.18654,-0.008473,469.6137695,-0.67474,-2.10567,-0.67474,0.45286,-1.17015,,,,,,,,,,,,,,31,8500.5,12406,24092,0.28,0.398734206,0.68533196,4,60.17672384,-74.33985237,134.5165762,5118,0.026283036,0.00394422
MRVBYQLOIUGZSI-LNFKQOIKSA-N,[H][C@]12OC[C@@H](OCC3=CN(C=C)N=N3)[C@@]1([H])OC[C@@H]2O,Train,-1.403563173,253.258,139,213.695,-893.066381,5.4893,0.20713,0.22347,-0.021554,465.4094849,-2.6204,-0.74351,-0.79738,0.51661,-3.20733,,,,,,,,,,,,,,33,11934.5,15541.5,17946,0.538461538,0.737033168,0.741730253,6,-46.63339508,-258.7300779,212.0966829,3248,0.038452784,0.012680448
MWFFIRCXGDGFQB-UHFFFAOYSA-N,NC(=O)C1=CC=C(C=C1)S(N)(=O)=O,Train,-1.854345088,200.218,236,135.221,-1004.809276,4.3477,0.1791,0.24806,-0.021007,374.1254272,-2.61543,-0.59103,-1.12784,2.29476,-2.29601,,,,,,,,,,,,,,21,7630.5,11883.5,15875,0.522745592,0.611111111,0.954421137,4,55.06812164,-221.3297006,276.3978223,5798,0.047671235,0.020543713
MWPLVEDNUUSJAV-UHFFFAOYSA-N,C1=CC2=CC3=CC=CC=C3C=C2C=C1,Train,-1.337249478,178.233,215.82,142.237,-539.394225,0,0.1859,0.17425,-0.005019,375.4443665,0,-2.50328,-0.25387,0.2527,0,,,,,,,,,,,,,,24,6405.5,10351,18575.5,0.329787247,0.504,0.647058848,6,3.943643468,-71.81350453,75.757148,1631,-0.022762923,0.001235576
MXHDSBYJGVZESK-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CC=C(C=C1)C(=O)NC1=CC=CC=C1,Train,-3.500180194,316.359,337,246.494,-1031.548346,7.7019,0.17873,0.20665,-0.018627,587.7183228,-1.3284,-1.957,-0.6642,0.68939,-2.55665,,,,,,,,,,,,,,40,9985.5,21923.5,28199,0.278103715,0.417258949,0.666666667,7,119.4105541,-205.3611167,324.7716708,7454,0.043154221,0.019832641
MYSWGUAQZAJSOK-UHFFFAOYSA-N,OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,Train,-3.76721595,331.347,266,203.929,-1148.163811,11.4748,0.19293,0.19283,-0.02484,547.3823242,-2.05109,-0.99934,-0.72924,0.8068,-4.00339,,,,,,,,,,,,,,42,12154.5,16769,26578,0.428306273,0.640166373,0.691162529,6,179.3692589,-333.8891427,513.2584016,12389,0.040063244,0.012583499
NFBLQKVUYFRWJV-UHFFFAOYSA-N,CC(OCC(N)=O)C(N)=O,Train,-1.155973924,146.146,126,97.477,-531.671495,3.8854,0.24067,0.23749,-0.019444,336.6295776,-2.0355,0.43705,-0.84723,0.6654,-3.72847,,,,,,,,,,,,,,20,8227.5,11779.5,13460,0.584022037,0.700477446,0.960580972,3,91.57593207,-195.6069562,287.1828883,6851,0.04191839,0.018100287
NGMMGKYJUWYIIG-UHFFFAOYSA-N,NC(=O)C1=CC(O)=CC=C1,Train,-0.537602221,137.138,167.25,101.114,-476.110102,4.1286,0.20365,0.21564,-0.014822,309.4524841,-1.4114,-0.18085,-0.85133,0.66834,-2.26273,,,,,,,,,,,,,,17,6886,8574.5,13873,0.44516129,0.537466653,0.788856886,4,40.39419208,-143.2062603,183.6004524,3237,0.042126534,0.018458227
NHAZGGKOGUUUSH-UHFFFAOYSA-N,CC(C)(O)P1(=O)OCC(C)(C)CO1,Test,-1.166015098,208.194,181.34,152.637,-957.223115,4.9128,0.24936,0.24396,-0.014297,392.6426697,-3.64281,-3.28803,-1.13054,2.40401,-1.2388,,,,,,,,,,,,,,30,9373,14641.5,15258,0.641618497,0.693089201,1,3,-2.908285276,-191.7191473,188.810862,5470,0.029448414,0.005875457
NHIFBKRZNRSFHV-UHFFFAOYSA-N,CC(=O)OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=C(C=C1)N(=O)=O,Train,-1.272611445,432.343,129.5,275.399,-1595.060806,5.3378,0.12927,0.27431,-0.02696,679.2723999,-5.13277,-0.25777,-0.77974,0.82717,-4.13023,,,,,,,,,,,,,,47,19158,23993.5,27377.5,0.617606745,0.692695383,0.906501877,6,464.2826683,-262.7912541,727.0739224,19745,0.036823192,0.011854891
NHRIWEKOARVHSN-UHFFFAOYSA-N,COC1=C(C(=CC(=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,Test,0.440247065,288.13,153.625,152.893,-1164.681555,2.6639,0.09338,0.30131,-0.017426,417.7024536,-3.3359,0.25903,-0.56432,0.50913,-1.30113,,,,,,,,,,,,,,24,10152,11869.5,18643,0.54435506,0.565276226,0.988531212,5,231.9142615,-111.8587216,343.7729831,7240,0.047482456,0.014385619
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,C1C2=CC=CC=C2C2=C1C=CC=C2,Train,-0.032223325,166.222,114.5,168.527,-501.290794,0.842,0.21753,0.19377,-0.00478,366.9493103,0,-2.55436,-0.48852,0.2768,0,,,,,,,,,,,,,,23,7164.5,10392.5,17175.5,0.399424181,0.588709677,0.659459486,11,-11.66564747,-65.14644836,53.48080089,1399,-0.024750341,0.002548251
NLGZSVBAHNOHDH-UHFFFAOYSA-N,O=C(OCC(COC(=O)C1=CC=C(C=C1)N(=O)=O)OC(=O)C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,Train,-1.231019379,494.414,152,338.626,-1786.76137,5.1324,0.13373,0.25374,-0.025426,783.1217651,-5.1247,-0.74055,-0.63644,0.82682,-4.12203,,,,,,,,,,,,,,54,17287,27599,34918.5,0.454819277,0.536363643,0.87837304,15,273.7997755,-272.9053097,546.7050852,12739,0.034975587,0.011087638
NNILZRGLHCDVMC-AQTBWJFISA-N,CO\C=C(\C(C)=O)C1=C(OC2=CC(OC3=C(C=CC=C3)C#N)=NC=N2)C=CC=C1,Train,-0.65365556,387.395,116,339.442,-1313.463361,7.998,0.19183,0.20789,-0.02172,673.0380249,-2.19802,-0.66504,-0.77288,0.57087,-3.68049,,,,,,,,,,,,,,46,16902.5,22779.5,27265,0.575219214,0.616858238,0.917701897,10,-34.4975595,-334.5964645,300.098905,3751,0.034751012,0.007912812
NOCJXYPHIIZEHN-UHFFFAOYSA-N,CN1CCN(CC1)C1=CC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1)C(O)=O,Train,-1.043231673,399.397,262.5,284.832,-1401.043361,10.9182,0.19191,0.19438,-0.02373,635.3036499,-2.04261,-0.84216,-0.70315,0.80768,-4.19052,,,,,,,,,,,,,,48,16425,19437,29255.5,0.427480916,0.55,0.869789402,6,205.1105324,-300.9259478,506.0364803,14356,0.033951957,0.010657472
NOIRTYMOEFHJRM-UHFFFAOYSA-N,COCN1C(=O)C2=C(C=CC=C2)C1=O,Test,-0.184546074,191.186,119,138.848,-666.824989,4.9019,0.15967,0.25226,-0.012386,377.7558594,-1.79125,0.11074,-0.60545,0.71887,-2.33168,,,,,,,,,,,,,,23,8843.5,11553,16479.5,0.524034737,0.702507849,0.843905189,6,-39.8211163,-182.5713926,142.7502763,3440,0.03497449,0.008223396
