StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,solv_dip,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
TZIHFWKZFHZASV-UHFFFAOYSA-N,COC=O,Train,0.58,60.0524,-100,54.161,-229.046634,-0.006609,2.5829,0.30378,0.32391,201.8628845,-1.20059,0.31102,-0.64961,0.65629,-1.20059,,,,,,,,,,,,,,8,9183,11327.5,13368.5,0.68,0.776565958,0.896551724,3,13.40230678,-77.04158988,90.44389666,3178,0.028459376,0.004856912
TZYQTWHRLVDYPL-UHFFFAOYSA-N,C1C=NC=NC1=O,Train,0.59,96.0884,164,69.743,-339.502181,-0.016027,5.8062,0.20458,0.29763,243.8683777,-0.59804,0.55242,-0.6561,0.69095,-1.68954,,,,,,,,,,,,,,11,12119,12795.5,18290.5,0.619976476,0.683469914,0.937165429,3,52.8903796,-163.7438204,216.6342,4575,0.047351738,0.016010762
UBUCNCOMADRQHX-UHFFFAOYSA-N,c1ccc(cc1)N(c1ccccc1)N=O,Test,-3.75,198.2238,66.5,159.785,-647.825446,-0.009923,5.7511,0.25124,0.26321,407.4526672,-0.44153,-2.13824,-0.44153,0.2655,-0.46967,,,,,,,,,,,,,,25,20093.5,28887.5,31588.5,0.589187386,0.682809055,0.811266163,3,-2.198752767,-162.1697397,159.970987,3373,-0.048078784,0.017130361
UCIUVGVKELKZSD-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCC(=O)N(CCO)CCO,Train,0.43,267.281,81,191.246,-936.303636,-0.020659,8.5734,0.25381,0.27728,497.815033,-3.50985,-0.82531,-0.82369,0.82196,-3.98804,,,,,,,,,,,,,,36,23075.5,35782,40874,0.553694674,0.580019796,0.920745388,6,72.69369262,-241.9440376,314.6377302,4989,0.044891587,0.016900263
UCMIRNVEIXFBKS-UHFFFAOYSA-N,O=C(O)CCN,Train,0.999479,89.0938,202,67.404,-323.687419,-0.016788,5.1647,0.30133,0.28131,255.7904816,-1.37191,-0.04018,-0.95084,0.83049,-2.32275,,,,,,,,,,,,,,13,11225.5,15300,18528,0.543751771,0.736095688,0.770833378,3,51.5515229,-156.542294,208.0938169,4384,0.047466655,0.020981136
UCTWMZQNUQWSLP-UHFFFAOYSA-N,CNCC(c1ccc(c(c1)O)O)O,Test,-0.962,183.2066,197,133.975,-631.044151,-0.017543,6.1917,0.30343,0.23507,394.1587524,-2.2677,-1.07369,-0.79681,0.53538,-3.00327,,,,,,,,,,,,,,26,20785,28029.5,29498.5,0.651471614,0.847787639,0.992904482,5,4.997340801,-211.5766156,216.5739564,5086,-0.041042765,0.012859209
UDUNORRTIFRHKX-UHFFFAOYSA-N,CC(C)C(C(=O)OC)NC(=O)COC(=O)CC1=CC(C=CC=C1)NC1=C(C=CC=CC1Cl)Cl,Train,-1.59908,495.4016,517,326.499,-2337.06816,-0.06075,19.8146,0.24364,0.23602,822.428894,-3.08016,-2.57111,-0.93644,0.84435,-5.15076,,,,,,,,,,,,,,61,32787.5,55922.5,67909.5,0.421475138,0.524741591,0.816936504,6,-88.75564776,-784.5041896,695.7485418,13784,0.045130868,0.018135808
UEJJHQNACJXSKW-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Test,-2.68,258.233,270,149.297,-911.756503,-0.020847,6.7782,0.21717,0.30571,446.1104736,-2.43108,0.63519,-0.66734,0.72255,-3.60315,,,,,,,,,,,,,,29,19002.5,31855.5,37639.5,0.526084006,0.578703421,0.914029542,6,51.034121,-253.5375561,304.5716771,4275,0.036413078,0.008826557
UFQCLRMJHOWNLX-UHFFFAOYSA-N,COCC1COc2cc3c(cc2O1)c(ncn3)Nc1cccc(c1)Br,Train,-3.222,402.2467,217,228.667,-3656.986034,-0.01893,11.7428,0.25486,0.24209,608.4851685,-1.69101,-0.78771,-0.61239,0.4719,-3.33278,,,,,,,,,,,,,,41,21841,33522.5,59109.5,0.328629516,0.507338445,0.611533528,5,115.3597187,-261.1114302,376.4711489,6781,-0.032937134,0.012588643
UGQVTTBSGZLNIL-UHFFFAOYSA-N,C1CSc2cc(sc2C1O)S(=O)(=O)N,Train,-2.254,251.333,157.5,192.418,-1746.985982,-0.019729,6.6374,0.2515,0.25733,406.7077637,-2.71709,-2.34246,-1.11888,2.30549,-0.70296,,,,,,,,,,,,,,23,17606,26163,32601,0.532351998,0.662731651,0.767646283,4,96.62445549,-203.6796143,300.3040698,4868,0.037931043,0.011333223
ULBXWWGWDPVHAO-UHFFFAOYSA-N,C#CC(C)OC(=O)Nc1cccc(c1)Cl,Train,-2.62,223.6585,45.5,151.122,-1090.432842,-0.010907,5.9325,0.28914,0.26457,447.9688721,-1.24394,-0.94935,-0.68754,0.94297,-1.89826,,,,,,,,,,,,,,25,19272.5,28612.5,37035.5,0.572134809,0.61562148,0.752411617,6,27.59102764,-165.2632469,192.8542746,4995,-0.033085735,0.012837132
ULSIYEODSMZIPX-UHFFFAOYSA-N,c1ccc(cc1)C(CN)O,Train,-0.48,137.181,57,102.734,-441.32345,-0.01013,4.3854,0.30569,0.26783,334.8883362,-0.81427,-1.52028,-0.95919,0.51545,-1.77346,,,,,,,,,,,,,,21,15039,21624.5,26699,0.543726243,0.6541615,0.954155737,6,2.733471343,-125.4116637,128.145135,3292,0.036745144,0.012741068
UMGDCJDMYOKAJW-UHFFFAOYSA-N,C(=S)(N)N,Train,0.32,76.116,175.5,59.656,-548.212455,-0.017899,8.0197,0.29632,0.23795,216.6707001,0,0.28431,-0.83271,0.4564,-2.08462,,,,,,,,,,,,,,8,10392.5,10901.5,15893.5,0.61386589,0.624182958,0.914356786,2,25.92585573,-200.3909222,226.316778,3529,-0.056784053,0.012964377
UMIPWJGWASORKV-UHFFFAOYSA-N,C#CCCCCCC,Test,-3.66,110.1986,-79.15,124.816,-313.075709,-0.003987,1.2393,0.3321,0.29357,355.5775146,0,-3.38638,-0.68812,0.27256,0,,,,,,,,,,,,,,22,10997,24901,25937.5,0.363636364,0.414634181,0.86666665,4,-25.93481814,-50.97503173,25.04021359,1819,-0.028023657,0.003587317
UNXHWFMMPAWVPI-UHFFFAOYSA-N,C(C(C(CO)O)O)O,Train,0.7,122.1206,121.5,94.616,-459.221086,-0.019101,5.9217,0.29615,0.2955,292.4821777,-3.21822,-0.22458,-0.8072,0.52001,-3.21822,,,,,,,,,,,,,,18,14277.5,20071,21205,0.634923502,0.697043985,0.980970446,5,59.36436157,-169.8324135,229.196775,4484,0.049464382,0.020714605
UPMXNNIRAGDFEH-UHFFFAOYSA-N,c1c(cc(c(c1Br)O)Br)C#N,Train,-3.33,276.9148,190,151.67,-5541.943361,-0.010674,4.9631,0.24689,0.29043,344.9935913,-0.68238,-0.25827,-0.68238,0.52924,-0.842,,,,,,,,,,,,,,14,16946,17190.5,30125.5,0.417040359,0.438679245,0.920752159,5,83.05244323,-106.7343104,189.7867536,4547,0.034910947,0.014050373
UPTOWXNJLZJTGD-UHFFFAOYSA-N,COc1ccc(c(c1)[N+](=O)[O-])OC,Train,-3.117,183.1634,72,126.387,-665.696511,-0.014167,7.0271,0.2267,0.25728,370.4014587,-1.89769,-0.79598,-0.54525,0.49204,-1.40565,,,,,,,,,,,,,,22,16160.5,21151.5,32211,0.398255787,0.545846158,0.885278426,4,14.06008392,-210.112286,224.1723699,3885,0.037620532,0.009720595
UQIKOYWGLUXMNE-UHFFFAOYSA-N,COC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1,Test,-2.084,291.303,72.5,215.905,-1012.543309,-0.022113,6.1109,0.26622,0.28107,541.2770386,-3.06966,-0.83688,-0.68616,0.83226,-3.55472,,,,,,,,,,,,,,38,23768.5,37591.5,42872.5,0.465898682,0.653293603,0.710791375,4,-139.6952992,-409.4972219,269.8019227,7546,-0.054195851,0.024014227
URAYPUMNDPQOKB-UHFFFAOYSA-N,CC(=O)OCC(COC(=O)C)OC(=O)C,Train,-0.6,218.206,3,168.244,-802.643339,-0.019215,6.1242,0.30729,0.31084,450.0582886,-3.62426,-0.12756,-0.78107,0.8316,-3.62426,,,,,,,,,,,,,,29,24325.5,27183.5,33927,0.62962963,0.680421477,0.830400569,6,-64.14432413,-259.0679044,194.9235802,5908,0.02853298,0.006489227
UREBDLICKHMUKA-DVTGEIKXSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]2(C)[C@]1(C(=O)CO)O)O)F,Train,-3.7945,392.4665,235.5,250.506,-1331.25417,-0.022396,5.4465,0.23345,0.26939,568.8005981,-3.54906,-4.20396,-0.79881,0.56951,-3.96819,,,,,,,,,,,,,,57,28794.5,42329,45950.5,0.593553247,0.674724404,0.993863089,7,223.0045581,-243.5855054,466.5900634,11891,0.038294633,0.015335814
UVKZSORBKUEBAZ-UHFFFAOYSA-N,CN1CCN(CC1)C(c1ccccc1)c1ccccc1,Train,-1.527,266.3852,105.5,247.443,-808.349328,-0.008176,0.3716,0.29116,0.21263,511.7869568,0,-4.21983,-0.56945,0.25136,-1.12326,,,,,,,,,,,,,,42,28920,32470.5,38336.5,0.623230069,0.630952381,0.991999999,12,-63.91001528,-103.3120613,39.40204606,1916,-0.029818422,0.005250882
UVTNFZQICZKOEM-UHFFFAOYSA-N,CC(C)N(CCC(c1ccccc1)(c1ccccn1)C(=O)N)C(C)C,Train,-1.75,339.4796,94.8,279.035,-1056.813405,-0.014263,2.9038,0.27051,0.22712,604.3138428,-0.67852,-4.8751,-0.85107,0.70082,-2.58065,,,,,,,,,,,,,,54,36037.5,41433.5,46338,0.618831338,0.79205607,0.936959096,6,-57.74803387,-177.4826779,119.734644,2686,-0.046843547,0.018360731
UYXAWHWODHRRMR-UHFFFAOYSA-N,CC1(C2=CCCCC2)C(=O)NC(=O)N(C)C1=O,Train,-2.76364,236.27,146.5,185.1,-801.943982,-0.013493,2.4711,0.25684,0.27976,436.0276794,-1.87261,-1.21645,-0.67366,0.85185,-3.05301,,,,,,,,,,,,,,33,24868.5,29689.5,32137,0.754180632,0.772585909,0.966915455,7,-12.01940704,-151.0068104,138.9874034,4566,0.028952466,0.011393692
VAOCPAMSLUNLGC-UHFFFAOYSA-N,Cc1ncc(n1CCO)[N+](=O)[O-],Train,-1.20351,171.1554,160,118.736,-623.790597,-0.016078,5.0572,0.21325,0.29434,338.605896,-1.67233,-0.52105,-0.79828,0.51603,-2.10699,,,,,,,,,,,,,,21,18258.5,20384,27515.5,0.697904578,0.773622336,0.924800159,5,116.3111088,-159.4816283,275.7927371,6680,0.040264097,0.015610757
VDTNNGKXZGSZIP-UHFFFAOYSA-N,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)N,Train,-2.18,271.3336,144,177.829,-1217.312259,-0.027116,10.7921,0.28419,0.2545,515.7579346,-2.63799,-2.26893,-0.97922,2.33263,-2.74853,,,,,,,,,,,,,,35,23505,37768,38597,0.457803007,0.557994016,0.797653573,3,-25.16284201,-373.9205706,348.7577286,7662,0.045517845,0.022193189
VGGSQFUCUMXWEO-UHFFFAOYSA-N,C=C,Train,-0.4,28.0536,-169,36.682,-78.564581,-0.001532,0,0.3113,0.30236,168.6442261,0,-0.90062,-0.45031,0.22515,0,,,,,,,,,,,,,,6,6824.5,8332,10896.5,0.737288102,0.889830508,0.890449471,6,-1.863740271,-8.685679074,6.821938802,194,-0.022922565,0.001728082
VGPYEHKOIGNJKV-UHFFFAOYSA-N,COC(=O)NS(=O)(=O)c1ccc(cc1)N,Train,-1.66,230.238,144,154.796,-1119.318348,-0.022025,10.2905,0.27832,0.26003,420.4824524,-3.14831,-0.55135,-0.96997,2.33285,-2.58024,,,,,,,,,,,,,,25,22339.5,28429,30633,0.598916667,0.860909233,0.956832536,2,-10.87446347,-308.9816989,298.1072354,7065,0.042194938,0.01952417
VGQLNJWOULYVFV-UHFFFAOYSA-N,COC(=O)C1C2C=CC(C2)C1C(=O)OC,Train,-1.2,210.2292,38,164.364,-728.317129,-0.011024,3.7959,0.30154,0.27532,421.4405212,-2.40364,-1.1521,-0.64978,0.84996,-2.40364,,,,,,,,,,,,,,29,23556.5,25781.5,31880,0.661947992,0.707679164,0.867265698,9,-29.87024019,-136.6766168,106.8063766,2283,0.025962333,0.004097705
VGZSUPCWNCWDAN-UHFFFAOYSA-N,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,Test,-2.06,324.394,188.5,227.347,-1391.969457,-0.02466,7.3116,0.22962,0.29593,572.0822144,-3.20482,-3.07302,-0.96633,2.33437,-2.46857,,,,,,,,,,,,,,42,27782.5,40501,40611,0.480990389,0.650056915,0.721539732,4,119.5751241,-305.939816,425.5149401,8982,0.036406305,0.02127869
VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,Train,-3.84,86.1766,-95,110.371,-236.936498,-0.000846,0,0.33751,0.33559,310.0846252,0,-3.24682,-0.68794,0.23766,0,,,,,,,,,,,,,,20,10816.5,21106.5,21263,0.438818565,0.470320984,0.888888889,0,0,0,0,0,0,0
VLYWMPOKSSWJAL-UHFFFAOYSA-N,COc1ccc(nn1)NS(=O)(=O)c1ccc(cc1)N,Train,-3.28,280.3008,182,171.204,-1269.031118,-0.023355,9.8619,0.25409,0.25954,485.3935547,-2.47559,-1.14137,-0.96897,2.31636,-2.50845,,,,,,,,,,,,,,31,26423,32174,35240,0.543580491,0.673460485,0.789422663,6,3.109381765,-286.6231281,289.7325099,4643,0.046170705,0.020537537
VOEYXMAFNDNNED-UHFFFAOYSA-N,Cc1cccc(c1)OC(=O)NC,Train,-1.8,165.1914,75.5,136.248,-554.689835,-0.012597,3.5872,0.30464,0.26708,383.9714355,-1.27495,-1.02208,-0.70823,0.9308,-1.9515,,,,,,,,,,,,,,23,18045,24782,29655.5,0.53159115,0.667780187,0.893617126,9,-52.14664067,-170.1403915,117.9937508,2886,0.034614265,0.013166116
VOKSWYLNZZRQPF-GDIGMMSISA-N,CC(=CCN1CC[C@]2(C)[C@@H](C)[C@H]1Cc1ccc(cc21)O)C,Train,-3.8032,285.4284,146.15,257.15,-869.739563,-0.008929,3.6473,0.31258,0.2231,537.7850952,-0.73241,-5.54215,-0.73241,0.52212,-1.30871,,,,,,,,,,,,,,48,26616.5,37805.5,44412,0.547614403,0.62687162,0.865685768,7,-50.11181075,-110.9078285,60.7960177,3078,-0.034161812,0.009411403
VREFGVBLTWBCJP-UHFFFAOYSA-N,Cc1nnc2CN=C(c3ccccc3)c3cc(ccc3n12)Cl,Test,-3.433,308.7695,228.25,211.071,-1334.64475,-0.0193,8.4738,0.23811,0.28087,517.0610352,0,-1.90883,-0.7373,0.38584,-1.55349,,,,,,,,,,,,,,35,26982.5,34072.5,41062,0.661710037,0.761687121,0.827647909,3,89.86779179,-249.0887754,338.9565672,9952,0.033952778,0.01066889
VVNCNSJFMMFHPL-UHFFFAOYSA-N,SC(C(N)C(=O)O)(C)C,Train,-0.13,149.2074,205.5,125.294,-800.456105,-0.014767,6.8164,0.29296,0.28163,310.7606506,-1.38697,-0.95826,-0.94255,0.82209,-2.41991,,,,,,,,,,,,,,20,18461.5,19730,22940,0.941489416,0.952894204,0.996693468,3,78.59622166,-143.893302,222.4895236,5327,0.041766383,0.017288663
VVQNEPGJFQJSBK-UHFFFAOYSA-N,C=C(C)C(=O)OC,Train,-0.8,100.117,-48,73.588,-345.716922,-0.009025,2.5967,0.26154,0.30053,283.2293396,-1.20489,-0.73666,-0.70829,0.80498,-1.20489,,,,,,,,,,,,,,15,12219.5,16366.5,21835.5,0.512437811,0.684210526,0.793413545,4,-17.76528659,-77.89185902,60.12657243,1602,-0.048621635,0.013796037
VVSSGCCPNDSLPL-UHFFFAOYSA-N,C1Cc2cc(sc2S(=O)(=O)C1)S(=O)(=O)N,Train,-2.679,267.3324,200,158.007,-1822.158026,-0.027578,8.9586,0.23759,0.29938,420.0284119,-3.85393,-2.9753,-1.11833,2.30821,0.07921,,,,,,,,,,,,,,24,19037,25932,33237.5,0.529958251,0.689972744,0.881406611,3,113.8770819,-310.8890841,424.766166,8385,0.050657861,0.015256349
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COc1cccc2C[C@H]([C@H](Cc12)O)O)O,Train,-1.008,309.4046,125,221.611,-1019.37709,-0.017555,4.2095,0.29831,0.25567,566.6673584,-2.96354,-3.87355,-0.8043,0.50964,-3.69378,,,,,,,,,,,,,,49,30003,40119.5,44632.5,0.622802521,0.726495189,0.943056345,11,58.74912611,-151.0488134,209.7979395,4259,0.028472597,0.007236378
VXGYRCVTBHVXMZ-UHFFFAOYSA-N,c1cc2cc(ccc2nc1)C(=O)O,Train,-0.043,173.1708,294.5,130.396,-590.418143,-0.016005,4.6353,0.22996,0.2861,348.3623962,-1.35119,-0.26825,-0.71737,0.81557,-1.82472,,,,,,,,,,,,,,20,13545,19566,31851.5,0.373493976,0.516842276,0.709894268,4,59.3505243,-163.4617316,222.8122559,3138,0.034728519,0.00812867
VXIVSQZSERGHQP-UHFFFAOYSA-N,C(C(=O)N)Cl,Train,-0.02,93.5127,117.5,72.303,-668.795149,-0.010781,2.9779,0.3085,0.30332,230.4918518,-0.69017,0.13514,-0.84061,0.66009,-1.62033,,,,,,,,,,,,,,9,10793,12950.5,16575,0.615546628,0.757352941,0.818223349,2,43.11182696,-90.83282485,133.9446518,3271,0.040949145,0.017691468
VXLVYFXPZGPXCT-UHFFFAOYSA-N,COc1ccc(cc1)S(=O)(=O)c1cc(oc1)S(=O)(=O)N,Train,-3.024,317.331,117.5,216.559,-1727.974453,-0.026492,4.0701,0.25579,0.28056,515.1323242,-4.82062,-1.83459,-1.12002,2.29683,-1.43201,,,,,,,,,,,,,,31,24698,35678.5,39145,0.483705947,0.574480747,0.801635026,7,77.25033612,-291.9150354,369.1653715,5604,0.037900959,0.009312231
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,Train,-2.417,212.1184,206,148.022,-829.781529,-0.022225,3.7889,0.17156,0.34761,364.5610352,-2.84124,0.38034,-0.70374,0.81995,-1.82838,,,,,,,,,,,,,,19,17514,17653,33295,0.440446045,0.473934476,0.909453092,4,223.903753,-149.6625104,373.5662633,6856,0.054487495,0.024634327
WBJINCZRORDGAQ-UHFFFAOYSA-N,CCOC=O,Train,0.15,74.0792,-80.25,54.831,-268.33928,-0.006535,2.7624,0.30611,0.32047,233.3253021,-1.20924,-0.20287,-0.72031,0.65681,-1.20924,,,,,,,,,,,,,,11,11123.5,14599.5,15681,0.71915298,0.733333333,0.985777324,4,4.704927739,-76.95572374,81.66065148,2119,0.026810247,0.004395666
WDCYWAQPCXBPJA-UHFFFAOYSA-N,c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],Test,-2.29,168.1086,88.8889,109.292,-641.218319,-0.013107,6.085,0.18706,0.34581,318.8885193,-1.5704,-0.60702,-0.39318,0.5048,-0.5608,,,,,,,,,,,,,,16,13295,17041.5,28475.5,0.389380531,0.478021978,0.999999923,3,126.249867,-150.5353356,276.7852026,6590,0.042000789,0.012635387
WEEGYLXZBRQIMU-UHFFFAOYSA-N,CC1(C)C2CCC(C)(CC2)O1,Test,-1.72074,154.2516,1.25,132.724,-466.922833,-0.004411,2.3685,0.31807,0.2645,348.5737,-0.63783,-3.76621,-0.69223,0.26396,-0.63783,,,,,,,,,,,,,,29,20599.5,22580.5,24282,0.792929293,0.943052699,0.969135802,4,-46.90812142,-50.60616819,3.698046769,1220,-0.041480466,0.014364253
WEHWNAOGRSTTBQ-UHFFFAOYSA-N,CCCNCCC,Test,-0.46,101.1912,-63,99.932,-292.266261,-0.003891,1.4424,0.3298,0.24868,336.5730896,0,-2.87614,-0.73257,0.39278,-0.73257,,,,,,,,,,,,,,22,10351,23223.5,23870,0.404025584,0.431297752,0.929428976,2,-14.70126087,-34.42954897,19.7282881,831,-0.041431467,0.013658943
WEVYAHXRMPXWCK-UHFFFAOYSA-N,CC#N,Test,0.26,41.0524,-46.5,37.053,-132.749073,-0.008833,5.0377,0.3097,0.36248,181.0596008,0,-0.46776,-0.80182,0.33406,-0.42113,,,,,,,,,,,,,,6,7695,10952.5,10962,0.731884058,0.739130435,0.945995325,2,32.35912414,-112.2022556,144.5613798,3400,0.042518053,0.00766085
WFJNHVWTKZUUTR-UHFFFAOYSA-N,CCC1CN2CCC1CC2C(c1ccnc2ccccc12)O,Train,-2.63,296.4114,268.5,265.888,-922.874215,-0.010625,4.8333,0.25715,0.236,533.8390503,-0.7859,-4.34706,-0.7859,0.51796,-1.81059,,,,,,,,,,,,,,46,24698.5,37847.5,45302.5,0.510203668,0.65225751,0.856337534,3,-21.13479658,-154.5432711,133.4084745,3882,0.034365913,0.01459608
WFRBDWRZVBPBDO-UHFFFAOYSA-N,CCCC(C)(C)O,Train,-0.49,102.176,-103,105.156,-312.157384,-0.006118,2.2232,0.31884,0.29739,306.9523315,-0.8096,-2.80267,-0.8096,0.50487,-0.8096,,,,,,,,,,,,,,21,15322.5,20659,22597,0.69548191,0.799931223,0.97208184,3,-9.021205005,-58.6945881,49.67338309,1318,-0.044533071,0.014262505
WHTBVLXUSXVMEV-UHFFFAOYSA-N,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c1ccccc1,Train,-3.8,379.3683,143,226.235,-1991.999106,-0.021156,2.9062,0.24196,0.29984,553.4072266,-3.78882,-2.10712,-0.97422,2.21817,-1.31387,,,,,,,,,,,,,,36,27128,36961,42721.5,0.579869243,0.589349026,0.887079211,5,97.60547106,-239.6134541,337.2189252,8997,0.036800524,0.016631571
WIIZWVCIJKGZOK-RKDXNWHRSA-N,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],Train,-1.9759,323.1322,150,226.91,-1832.182973,-0.022307,5.6717,0.20554,0.3089,505.2296448,-3.04574,-0.70874,-0.79366,0.66111,-3.19882,,,,,,,,,,,,,,32,19535.5,38973.5,40596.5,0.450371081,0.519958533,0.963330114,8,205.0401459,-181.6776018,386.7177477,8322,0.041388298,0.017233652
WJRBRSLFGCUECM-UHFFFAOYSA-N,C1C(=O)NC(=O)N1,Train,-0.4,100.0768,221,60.16,-376.696898,-0.016952,3.7394,0.28755,0.31091,245.5355682,-1.319,1.16808,-0.6818,0.81629,-2.66832,,,,,,,,,,,,,,11,11437,13557.5,18175.5,0.588999134,0.700111493,0.873494083,4,58.76684141,-152.8742608,211.6411023,3509,0.049285912,0.017714049
WJUSVIUZCYELMK-UHFFFAOYSA-N,CC1CCCC(C)N1C(=O)COC(=O)c1ccccc1,Train,-0.824,275.3468,118,209.129,-902.546649,-0.015369,5.368,0.26678,0.2688,528.7696533,-1.87694,-2.93497,-0.69665,0.82669,-2.36218,,,,,,,,,,,,,,41,22881,37981,41871,0.510927947,0.59390769,0.99053502,4,-82.49074751,-284.5784582,202.0877107,5742,-0.04956086,0.022406903
WKEDVNSFRWHDNR-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)c1ccccc1O,Train,-3.59,213.2354,137,167.208,-707.098711,-0.011075,5.992,0.25377,0.2575,421.0566711,-1.43206,-1.26356,-0.73108,0.68572,-2.02918,,,,,,,,,,,,,,27,14076.5,24247,40479,0.310457516,0.521978022,0.576797243,4,67.94068297,-128.5469801,196.4876631,5050,0.038411826,0.017556732
WKLCYOHFTPREOW-UHFFFAOYSA-N,C1CSc2c(cc(s2)S(=O)(=O)N)C1=O,Train,-3.552,249.3172,222,161.542,-1745.815407,-0.02095,7.391,0.23606,0.27183,399.55896,-2.53476,-1.91023,-1.11964,2.30726,-0.42005,,,,,,,,,,,,,,21,17033.5,25159.5,33124.5,0.534388743,0.700763972,0.766684916,4,68.88238246,-233.0890299,301.9714123,5024,0.040241309,0.011261771
WLJVNTCWHIRURA-UHFFFAOYSA-N,C(CCC(=O)O)CCC(=O)O,Train,-0.25192,160.1694,104,134.787,-574.791543,-0.027203,10.7086,0.29423,0.31571,378.1059265,-2.74902,-0.89245,-0.73314,0.83156,-2.74902,,,,,,,,,,,,,,23,11327.5,24780,30168,0.357638889,0.461805556,0.762963022,3,133.8629783,-275.5349142,409.3978926,7670,0.053376518,0.022615006
WLJVXDMOQOGPHL-UHFFFAOYSA-N,c1ccc(cc1)CC(=O)O,Train,-0.88838,136.15,77.5,108.982,-460.051291,-0.01199,6.4114,0.27793,0.29216,318.8439941,-1.36582,-1.0347,-0.71838,0.82981,-1.36582,,,,,,,,,,,,,,18,15458,20772,24636.5,0.601262997,0.681417487,0.955665079,2,66.63786697,-155.2641136,221.9019805,6681,0.033213887,0.008397559
WQOXQRCZOLPYPM-UHFFFAOYSA-N,CSSC,Train,-1.44,94.1894,-85,74.128,-876.169524,-0.004636,2.9352,0.28682,0.26774,250.3845673,0,-1.66226,-0.83113,0.26742,0.0956,,,,,,,,,,,,,,10,12017,16869.5,17379,0.622006813,0.994252867,1,4,15.23083191,-70.34664276,85.57747467,2880,0.026750864,0.004870755
WQZGKKKJIJFFOK-UHFFFAOYSA-N,C(C1C(C(C(C(O)O1)O)O)O)O,Test,0.74,180.1572,155,107.407,-687.043585,-0.01893,2.351,0.30482,0.2993,332.2939758,-4.60108,0.29337,-0.80994,0.52111,-4.60108,,,,,,,,,,,,,,24,18913,20147,25398.5,0.754044656,0.827057255,0.917560411,6,45.82379006,-152.601129,198.4249191,4788,0.040651255,0.017287571
WREGKURFCTUGRC-UHFFFAOYSA-N,C1CC(n2ccc(N)nc2=O)OC1CO,Train,-0.433,211.22,216.25,149.617,-740.586088,-0.026774,7.448,0.27589,0.26198,411.591217,-2.14617,0.12467,-0.81224,0.7896,-4.06591,,,,,,,,,,,,,,28,18687,28015.5,34010.5,0.496402878,0.604375866,0.791767023,5,36.32941461,-290.5271359,326.8565505,7667,0.040533151,0.016656332
WRKNTBMMMVTKKA-UHFFFAOYSA-N,CN(CCO)C(=O)COC(=O)c1ccccc1,Train,-1.09,237.2548,79,167.852,-821.804434,-0.019169,3.8261,0.26552,0.27533,474.4179077,-2.69507,-0.88003,-0.81127,0.82502,-3.18181,,,,,,,,,,,,,,32,19085.5,35940.5,37875.5,0.467447941,0.508599552,0.894704799,5,-79.42239831,-277.1057338,197.6833355,5310,-0.048983874,0.020869482
WRMNZCZEMHIOCP-UHFFFAOYSA-N,c1ccc(cc1)CCO,Train,-0.74,122.1664,-27,84.96,-385.984182,-0.008155,2.0647,0.30392,0.27517,321.0632324,-0.80998,-1.88039,-0.80998,0.51432,-0.80998,,,,,,,,,,,,,,19,14302.5,19781,25256.5,0.50212766,0.663829744,0.740506376,9,0.382394022,-74.41948428,74.80187831,1240,0.04054652,0.018965077
WTDRDQBEARUVNC-LURJTMIESA-N,O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,Train,-1.529,197.1902,277,137.026,-705.123646,-0.023148,7.4781,0.29705,0.24506,385.0553589,-2.86212,-0.20285,-0.94899,0.81249,-3.81111,,,,,,,,,,,,,,25,18149,25654.5,31356.5,0.571414452,0.6536801,0.835802342,4,32.54148976,-276.2202727,308.7617624,6117,0.048287149,0.018908474
