StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,LsoluHsolv,LsolvHsolu,SASA,Most_neg,Most_pos,O_charges,C_charges,Het_charges,solv_dip,,,,,,,,,,,,,,,,,,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol
RZTAMFZIAATZDJ-UHFFFAOYSA-N,Clc1c(Cl)cccc1C1C(=C(C)NC(=C1C(=O)OC)C)C(=O)OCC,Train,-5.682,384.2584,144.5,329.442,-1973.178199,-0.01666,0.25582,0.24134,587.7645264,-0.71711,0.80216,-2.47484,-2.00604,-3.02954,4.9851,,,,,,,,,,,,,,,,,,0.638747365,0.766855685,0.906901886,7,-40.1103157,-253.5973995,213.4870838,4771,-0.032633219,0.01297461,,-1942.616205,-1942.619335,-0.00312977,-1942.269374,-1942.272488,-0.003114
RZVHIXYEVGDQDX-UHFFFAOYSA-N,O=C1c2c(C(=O)c3c1cccc3)cccc2,Test,-5.19,208.216,285,123.758,-688.670121,-0.009986,0.20282,0.29527,387.6257324,-0.58792,0.56934,-1.1738,-0.95042,-1.1738,0.0002,,,,,,,,,,,,,,,,,,0.335877863,0.453608247,0.735632184,4,1.523053232,-127.7888838,129.311937,2117,0.030598323,0.006145552,,-675.9838108,-675.9829994,0.000811461,-675.814966,-675.813851,0.001115
SAOKZLXYCUGLFA-UHFFFAOYSA-N,O=C(OCC(CCCC)CC)CCCCC(=O)OCC(CCCC)CC,Train,-5.064,370.5714,-67.8,332.508,-1164.101243,-0.014909,0.30857,0.30315,770.1970825,-0.68889,0.83994,-2.4377,-7.6966,-2.4377,2.0877,,,,,,,,,,,,,,,,,,0.666133495,0.698386433,0.922705536,7,-99.77143114,-170.7739386,71.00250746,2029,0.0248543,0.002676319,,-1142.902237,-1142.899274,0.0029625,-1142.223793,-1142.222595,0.001198
SBPBAQFWLVIOKP-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(OP(=S)(OCC)OCC)n1,Train,-5.513696,350.5836,42.5,172.461,-2750.093131,-0.010147,0.24799,0.27656,529.8200684,-0.86707,2.10468,-2.53005,-1.37403,-1.37768,3.2222,,,,,,,,,,,,,,,,,,0.576644175,0.947358865,0.998538925,6,-45.32537528,-147.7477482,102.4223729,4335,-0.034082526,0.007180303,,-2712.104072,-2712.107394,-0.00332143,-2711.915592,-2711.918993,-0.003401
SBYAVOHNDJTVPA-UHFFFAOYSA-N,O=C(NCC(C)C)N1C(=O)NCC1,Train,-2.15,185.2254,95.5,170.998,-628.488677,-0.014983,0.31035,0.27611,402.3886414,-0.7202,0.83418,-1.42466,-0.80323,-3.30837,4.35,,,,,,,,,,,,,,,,,,0.519260563,0.598440412,0.841347083,5,9.184853611,-164.8186469,174.0035005,3997,0.042938022,0.01381739,,-616.929772,-616.9362262,-0.006454263,-616.684616,-616.692581,-0.007965
SBZXBUIDTXKZTM-UHFFFAOYSA-N,O(CCOC)CCOC,Train,0.88,134.1748,-64,113.182,-462.553229,-0.00855,0.33122,0.2875,372.1161194,-0.61854,0.23093,-1.85268,-1.14264,-1.85268,1.8745,,,,,,,,,,,,,,,,,,0.346666667,0.376666692,0.912280702,11,-77.77465026,-97.07683246,19.3021822,989,-0.03777472,0.009441892,,-454.1166089,-454.1203028,-0.003693982,-453.9111,-453.913964,-0.002864
SDDBCEWUYXVGCQ-UHFFFAOYSA-N,Cc1c2c(c(C)ccc2)ccc1,Train,-4.74,156.2268,80,125.79,-464.376877,-0.004243,0.27254,0.23965,358.5672302,-0.70789,0.25171,0,-2.99826,0,0,,,,,,,,,,,,,,,,,,0.443965517,0.517412935,0.845105505,8,-38.88573279,-62.68591645,23.80018365,1237,-0.025759792,0.002667988,,-455.8479003,-455.8443518,0.003548438,-455.643817,-455.641005,0.002812
SDKQRNRRDYRQKY-UHFFFAOYSA-N,O=C(Oc1c(C2OCCO2)cccc1)NC,Train,-1.57,223.228,114.5,170.608,-782.495421,-0.017873,0.29982,0.26978,443.4833679,-0.7012,0.92874,-2.47932,-0.2363,-3.15274,4.8646,,,,,,,,,,,,,,,,,,0.616371121,0.634118221,0.917240507,8,-80.18220911,-280.7138721,200.531663,3921,-0.054969069,0.019707328,,-768.1509568,-768.1610245,-0.010067702,-767.918484,-767.929293,-0.010809
SDOJHDGZFOGOFD-UHFFFAOYSA-N,Cc1c(C)c2c(c3c1c1c(cc3)cccc1)cccc2,Train,-7.009999,256.3464,129.3,181.457,-771.570233,-0.006445,0.26185,0.23036,470.7662964,-0.71408,0.25614,0,-4.01782,0,1.0173,,,,,,,,,,,,,,,,,,0.377297926,0.539947232,0.682278685,9,-47.73093962,-118.1895493,70.45860968,2503,-0.026074422,0.002648918,,-757.4198434,-757.4162639,0.003579456,-757.112838,-757.109292,0.003546
SECXISVLQFMRJM-UHFFFAOYSA-N,O=C1N(C)CCC1,Train,1,99.1322,-24,85.343,-325.860415,-0.010676,0.31925,0.27077,275.8137512,-0.71852,0.6929,-0.71852,-1.06075,-1.20412,5.8902,,,,,,,,,,,,,,,,,,0.658410741,0.734177215,0.848201212,2,26.07528641,-139.7747381,165.8500245,5515,0.030072534,0.005195401,,-319.8732871,-319.8749507,-0.001663534,-319.738912,-319.740665,-0.001753
SGEJQUSYQTVSIU-UHFFFAOYSA-N,S(C(=O)N(CCCC)CC)CCC,Train,-3.37896,203.342,-22,166.215,-921.680334,-0.007976,0.31886,0.26262,478.3268738,-0.70134,0.54533,-0.69546,-4.09252,-1.03907,3.3902,,,,,,,,,,,,,,,,,,0.448268165,0.541125541,0.884783035,4,-46.40517852,-121.1947208,74.78954227,2733,0.027365365,0.005645671,,-907.1007704,-907.0985986,0.002171872,-906.78206,-906.780254,0.001806
SGMHGVVTMOGJMX-UHFFFAOYSA-N,SCC(=O)Nc1cc2c(cc1)cccc2,Train,-3.337,217.285,111.5,173.059,-991.967364,-0.012326,0.26758,0.24305,427.362915,-0.68172,0.68226,-0.67574,-1.63069,-1.36388,3.7078,,,,,,,,,,,,,,,,,,0.406081661,0.62124242,0.659062174,4,56.86495131,-137.0426003,193.9075516,5263,0.035233457,0.010072925,,-975.9952007,-975.9963901,-0.001189433,-975.799853,-975.802019,-0.002166
SGUAFYQXFOLMHL-UHFFFAOYSA-N,O=C(N)c1c(O)ccc(C(O)CNC(CCc2ccccc2)C)c1,Train,-1.3,328.4102,191.75,213.958,-1073.386141,-0.020439,0.26098,0.25595,619.5836182,-0.83084,0.67216,-2.25647,-3.16691,-3.8318,6.1146,,,,,,,,,,,,,,,,,,0.467185838,0.529846945,0.918244269,5,145.3989749,-223.8905846,369.2895595,10896,0.033503079,0.013633354,,-1053.6678,-1053.676692,-0.00889203,-1053.244639,-1053.253133,-0.008494
SJNIEBAPMPLYAB-UHFFFAOYSA-N,Clc1c(=O)oc2c(c1C)cc(OP(=S)(OCC)OCC)cc2,Train,-5.38,362.7642,93,213.329,-2118.890277,-0.017833,0.23274,0.27271,579.9417114,-0.87249,2.12758,-3.68718,-1.92777,-2.16059,10.3961,,,,,,,,,,,,,,,,,,0.496162805,0.653101336,0.866485825,7,135.6474415,-244.2060286,379.8534701,7646,0.032130329,0.007575248,,-2086.838229,-2086.842043,-0.00381433,-2086.549902,-2086.555238,-0.005336
SJRJJKPEHAURKC-UHFFFAOYSA-N,CN1CCOCC1,Train,1,101.148,-65,77.591,-326.984748,-0.006016,0.32345,0.23102,272.1585388,-0.62462,0.24808,-0.62462,-1.35855,-1.18964,1.9119,,,,,,,,,,,,,,,,,,0.879193882,0.89805825,0.921212121,3,-20.62527896,-73.82716771,53.20188875,2348,0.022658385,0.001571421,,-321.0375333,-321.0459703,-0.008437017,-320.873677,-320.881943,-0.008266
SKGXYFVQZVPEFP-UHFFFAOYSA-N,Clc1c(Cl)c2Oc3c(Oc2cc1Cl)cc(Cl)cc3,Train,-8.890084,321.9744,172,176.576,-2450.831792,-0.005624,0.263,0.25491,456.3320313,-0.48777,0.28599,-0.97381,-0.28826,-0.82449,1.9241,,,,,,,,,,,,,,,,,,0.290322581,0.461538462,0.641029063,8,108.8190441,-6.778949962,115.5979941,1571,0.032669607,0.006907056,,-2417.188934,-2417.193568,-0.00463426,-2417.083144,-2417.088177,-0.005033
SKIVFJLNDNKQPD-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)C)c1ccc(N)cc1,Train,-1.35405,214.2386,183,160.625,-1044.097144,-0.023661,0.27813,0.25964,403.2633057,-0.97007,2.32647,-2.56706,-1.23507,-1.99561,9.3772,,,,,,,,,,,,,,,,,,0.589460406,0.892784952,0.937477736,2,16.15064339,-312.4989616,328.649605,7346,0.044738579,0.019606521,,-1026.836474,-1026.856082,-0.01960758,-1026.67239,-1026.690977,-0.018587
SKKTUOZKZKCGTB-UHFFFAOYSA-N,O=C(OCCCC)N,Train,-0.66,117.1474,54,99.318,-402.284033,-0.01046,0.31742,0.30745,322.1795959,-0.88571,0.92026,-1.29434,-0.85818,-2.18005,3.1311,,,,,,,,,,,,,,,,,,0.507466828,0.548271122,0.948146638,4,-22.40274203,-107.9366243,85.53388223,2048,-0.051410455,0.017833138,,-394.8716555,-394.8740906,-0.002435051,-394.710805,-394.714013,-0.003208
SLAMLWHELXOEJZ-UHFFFAOYSA-N,O=[N+]([O-])c1c(C(=O)O)cccc1,Train,-1.474,167.1208,147,119.959,-625.264106,-0.014406,0.18478,0.31826,319.4908752,-0.71257,0.81804,-2.10794,-0.04787,-1.5934,7.9149,,,,,,,,,,,,,,,,,,0.51491713,0.560846561,0.990697702,3,90.04161542,-171.6406378,261.6822532,6571,0.03982381,0.012780508,,-613.6665401,-613.672834,-0.006293892,-613.567538,-613.574546,-0.007008
SLGBZMMZGDRARJ-UHFFFAOYSA-N,c12c(c3c(c4c1cccc4)cccc3)cccc2,Train,-6.74,228.2928,196.5,156.994,-693.006958,-0.00642,0.27164,0.25037,426.1617126,-0.24013,0.25342,0,-2.98885,0,0.0005,,,,,,,,,,,,,,,,,,0.33976834,0.360655738,0.905996985,3,1.517810651,-103.1960166,104.7138272,4243,0.024679196,0.003466817,,-680.2825469,-680.2796101,0.00293673,-680.041397,-680.038475,0.002922
SLXKOJJOQWFEFD-UHFFFAOYSA-N,O=C(O)CCCCCN,Train,-0.97469,131.1742,208,118.932,-441.554452,-0.018799,0.29975,0.27002,350.2297974,-0.95295,0.83154,-1.37518,-1.42901,-2.32813,7.1546,,,,,,,,,,,,,,,,,,0.377289406,0.483183729,0.770370431,3,70.08381993,-191.7689094,261.8527293,6772,0.038666971,0.019988968,,-433.4268654,-433.4404533,-0.013587924,-433.233465,-433.246683,-0.013218
SLZWBCGZQRRUNG-UHFFFAOYSA-N,O=C(Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1)NC,Test,-4.24,263.379,103,200.183,-829.70026,-0.013028,0.30971,0.26267,546.135498,-0.70914,0.93102,-1.27456,-4.32242,-1.95192,3.3805,,,,,,,,,,,,,,,,,,0.574374368,0.608527157,0.857552849,5,-81.52870973,-182.0737757,100.545066,2891,-0.056206381,0.022103067,,-814.5154225,-814.5134363,0.001986145,-814.105209,-814.10126,0.003949
SMDHCQAYESWHAE-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCCC)CC)c([N+](=O)[O-])c1,Train,-5.53,335.2823,67,212.734,-1269.311089,-0.012402,0.19585,0.27587,519.9810181,-0.7067,1.09876,-1.5627,-1.9346,-2.09871,3.4404,,,,,,,,,,,,,,,,,,0.874647801,0.910856083,0.982932585,3,171.8511837,-110.4419289,282.2931126,9393,0.030053563,0.006699831,,-1246.014881,-1246.013963,0.0009172,-1245.714889,-1245.711756,0.003133
SMQUZDBALVYZAC-UHFFFAOYSA-N,O=Cc1c(O)cccc1,Train,-0.86,122.1232,1.5,79.453,-420.746373,-0.007458,0.23493,0.27275,283.5363159,-0.71553,0.5348,-1.35011,-0.41652,-1.35011,4.6184,,,,,,,,,,,,,,,,,,0.43718592,0.514792899,0.87576839,3,38.34804021,-92.92109382,131.269134,3983,0.032957352,0.007457479,,-412.96569,-412.9667731,-0.001083095,-412.864862,-412.866347,-0.001485
SNHRLVCMMWUAJD-SUYDQAKGSA-N,F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CCCC)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,Train,-4.9073,476.5841,188.25,363.685,-1601.735899,-0.024223,0.24993,0.25154,680.3357544,-0.79283,0.84852,-3.98122,-5.50142,-4.39586,7.7297,,,,,,,,,,,,,,,,,,0.527472527,0.567493113,0.930232611,6,141.3992373,-280.2115266,421.6107639,13333,0.031339331,0.010312549,,-1572.523881,-1572.530371,-0.00649045,-1571.864367,-1571.871432,-0.007065
SNHRLVCMMWUAJD-UHFFFAOYSA-N,FC12C3(C)C(=CC(=O)C=C3)CCC1C1C(C)(C(OC(=O)CCCC)(C(=O)CO)C(C)C1)CC2O,Train,-4.71,476.5841,183.5,351.753,-1601.804582,-0.025906,0.2545,0.26481,696.6322021,-0.7952,0.865,-4.07191,-5.44239,-4.48367,11.0213,,,,,,,,,,,,,,,,,,0.589098593,0.649557856,0.888748392,3,198.5288419,-352.580842,551.1096839,16130,0.03416675,0.010078519,,-1572.601782,-1572.611347,-0.00956421,-1571.941242,-1571.950605,-0.009363
SNICXCGAKADSCV-UHFFFAOYSA-N,CN1C(c2cnccc2)CCC1,Train,0.79,162.234,-78.8889,147.597,-498.812521,-0.007271,0.28358,0.24173,361.3239441,-0.55414,0.26028,0,-2.3219,-1.04593,2.6133,,,,,,,,,,,,,,,,,,0.621946579,0.729061831,0.852099626,4,-26.38378093,-88.99647679,62.61269586,2158,0.02880731,0.005563609,,-489.697068,-489.7053311,-0.008263165,-489.465529,-489.473589,-0.00806
SNIOPGDIGTZGOP-UHFFFAOYSA-N,O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],Train,-2.22,227.0872,13.41665,93.887,-958.145618,-0.01541,0.20836,0.37302,395.6072388,-0.38963,0.73357,-3.26675,-0.3124,-1.06766,2.5066,,,,,,,,,,,,,,,,,,0.519392702,0.584725237,0.889703296,6,257.4005691,-82.29485335,339.6954225,6743,0.050377491,0.016607741,,-940.4214215,-940.4260552,-0.004633643,-940.315189,-940.319396,-0.004207
SNWQKAWITMVCQW-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)C)c1ccc(NC(=O)c2c(C(=O)O)cccc2)cc1,Train,-2.517,362.3564,196,206.217,-1576.988674,-0.031048,0.23074,0.27213,583.7888184,-0.96404,2.33003,-4.52977,-0.74362,-3.73617,12.5569,,,,,,,,,,,,,,,,,,0.458583822,0.52707826,0.961760646,4,52.21644615,-409.9796447,462.1960909,7577,-0.049324091,0.01901371,,-1549.907122,-1549.931271,-0.02414956,-1549.627749,-1549.652538,-0.024789
SONNWYBIRXJNDC-VIFPVBQESA-N,O[C@@H](CNC)c1cc(O)ccc1,Train,0.58,167.2072,144,117.707,-555.822515,-0.015532,0.30205,0.24542,383.5526733,-0.7954,0.52421,-1.52239,-1.52975,-2.25799,5.1074,,,,,,,,,,,,,,,,,,0.66782072,0.711196152,0.9696657,2,-10.53323511,-199.3958595,188.8626243,5103,-0.039074242,0.012129689,,-545.6059281,-545.6202197,-0.014291599,-545.398167,-545.412408,-0.014241
SPANOECCGNXGNR-UHFFFAOYSA-N,ClC(=CCl)CSC(=O)N(C(C)C)C(C)C,Train,-4.06988,270.2164,27.5,204.747,-1839.677046,-0.009292,0.28942,0.274,481.8903198,-0.69359,0.56668,-0.67734,-3.33675,-1.00184,5.5592,,,,,,,,,,,,,,,,,,0.590194859,0.649462073,0.896961572,3,23.29689811,-154.8406936,178.1375917,4623,-0.033493553,0.011522329,,-1813.873156,-1813.873176,-1.93E-05,-1813.608452,-1813.607211,0.001241
SPFYMRJSYKOXGV-UHFFFAOYSA-N,Fc1c(N2CCN(CC)CC2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,Train,-3.1811,359.3995,221,285.578,-1226.746199,-0.025968,0.24283,0.24318,585.4770508,-0.74666,0.80665,-2.13027,-1.97272,-3.8767,17.3899,,,,,,,,,,,,,,,,,,0.398466824,0.587218162,0.643684715,5,304.6432538,-347.8277217,652.4709754,15516,0.041932833,0.013648341,,-1204.282103,-1204.298206,-0.0161031,-1203.866365,-1203.882019,-0.015654
SPSSULHKWOKEEL-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc([N+](=O)[O-])c1,Train,-3.22,227.133,80,142.51,-885.004898,-0.015749,0.17548,0.34859,380.2062683,-0.71926,0.50709,-2.24323,-0.73948,-0.72332,2.1835,,,,,,,,,,,,,,,,,,0.518018018,0.518348624,0.925740197,4,224.9384546,-103.9115554,328.85001,7645,0.043015044,0.010675877,,-868.5505274,-868.5571065,-0.006579128,-868.435061,-868.441476,-0.006415
SSLKKMZJCJBOML-UHFFFAOYSA-N,Clc1nnc(SCC(=O)N(CC)CC)cc1,Train,-1.72,259.7531,97,181.325,-1487.181282,-0.017368,0.24714,0.26335,474.1920166,-0.70231,0.68891,-0.69684,-2.21736,-1.39552,5.1409,,,,,,,,,,,,,,,,,,0.563167697,0.570292285,0.90446466,3,-6.005309092,-274.6688378,268.6635287,5688,0.031897112,0.007439742,,-1464.998292,-1465.008153,-0.00986093,-1464.762875,-1464.772064,-0.009189
STCOOQWBFONSKY-UHFFFAOYSA-N,P(=O)(OCCCC)(OCCCC)OCCCC,Train,-2.846,266.3167,-80,228.579,-1115.596745,-0.01347,0.32029,0.31389,587.9385986,-1.1392,2.63812,-3.76393,-5.31326,-1.12581,5.8419,,,,,,,,,,,,,,,,,,0.612908017,0.641506953,0.993022794,4,-90.59242306,-200.2335669,109.6411438,3370,0.025187733,0.003390442,,-1096.867348,-1096.86953,-0.00218226,-1096.453161,-1096.456275,-0.003114
SUSRORUBZHMPCO-UHFFFAOYSA-N,Clc1c(Oc2cc(C(=O)OC)c([N+](=O)[O-])cc2)ccc(Cl)c1,Train,-6,342.1348,85,207.746,-1889.960812,-0.015728,0.21308,0.29704,536.3735352,-0.62036,0.83362,-2.47179,-0.46865,-1.92965,7.1469,,,,,,,,,,,,,,,,,,0.558213086,0.734105338,0.78412397,3,64.7174029,-210.7611829,275.4785858,7062,0.035365114,0.010556803,,-1860.845079,-1860.850184,-0.00510516,-1860.647015,-1860.652805,-0.00579
SVFKQHLOBRUZGV-UHFFFAOYSA-N,O=c1n(C)c2c(n(CC)c3ncccc13)nccc2,Train,-2.62,254.2908,128.5,197.59,-835.981423,-0.011988,0.26068,0.24928,464.4902039,-0.699,0.69827,-0.6702,-0.89829,-2.63406,3.8259,,,,,,,,,,,,,,,,,,0.685289416,0.779941554,0.820773356,5,-9.18459493,-165.366966,156.182371,3753,0.033766353,0.008450285,,-820.6121425,-820.6183049,-0.006162441,-820.346104,-820.352601,-0.006497
SYBYTAAJFKOIEJ-UHFFFAOYSA-N,O=C(C(C)C)C,Train,-0.12,86.1334,-92,80.305,-271.692113,-0.00699,0.2914,0.27781,271.3504334,-0.78275,0.60955,-0.61897,-1.90495,-0.61897,4.1321,,,,,,,,,,,,,,,,,,0.695944071,0.790066753,0.992558054,2,2.858562623,-98.32173895,101.1803016,3531,0.028654857,0.005416671,,-266.692609,-266.6916288,0.000980122,-266.554054,-266.553079,0.000975
SZYWFOPNFNROQB-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c2nsnc12,Train,-4.98,239.5063,122,139.386,-2117.485442,-0.00646,0.19923,0.28271,346.8347168,-0.62217,0.98273,0,-0.19098,-0.09805,0.7659,,,,,,,,,,,,,,,,,,0.441176471,0.484210526,0.939256184,7,44.50753843,-48.50230992,93.00984834,1208,0.027905394,0.005218988,,-2089.354374,-2089.36411,-0.00973617,-2089.320846,-2089.330349,-0.009503
TUNFSRHWOTWDNC-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCC,Train,-5.33,228.374,54,217.86,-700.527486,-0.014971,0.30036,0.3107,578.755249,-0.73348,0.83146,-1.37563,-5.52542,-1.37563,5.8236,,,,,,,,,,,,,,,,,,0.221505376,0.285093255,0.809160305,2,22.56797709,-146.3297887,168.8977658,3708,0.045549559,0.023292985,,-687.7577889,-687.7616273,-0.003838403,-687.321073,-687.326267,-0.005194
TVMXDCGIABBOFY-UHFFFAOYSA-N,C(CCCC)CCC,Test,-5.24,114.2302,-57,123.941,-315.513428,-0.001079,0.33753,0.3271,373.4918213,-0.68807,0.2377,0,-4.16848,0,0,,,,,,,,,,,,,,,,,,0.356164406,0.380958404,0.888888889,0,0,0,0,0,0,0,,-309.784568,-309.7797588,0.004809232,-309.523435,-309.51898,0.004455
TXCDCPKCNAJMEE-UHFFFAOYSA-N,o1c2c(c3c1cccc3)cccc2,Train,-4.51267,168.1946,81,150.185,-537.221732,-0.0051,0.27076,0.25628,354.0545349,-0.47535,0.30708,-0.47535,-1.58672,-0.47535,1.1649,,,,,,,,,,,,,,,,,,0.342519685,0.517017067,0.661417323,6,36.50872466,-45.64628665,82.15501131,3320,0.024745485,0.003292229,,-527.3673666,-527.3652604,0.002106166,-527.211243,-527.208554,0.002689
TXVHTIQJNYSSKO-UHFFFAOYSA-N,c12c3c4c5c(c1cccc2ccc3ccc4)cccc5,Train,-7.799998,252.3148,178,217.308,-769.23156,-0.006653,0.25552,0.23396,442.348999,-0.24343,0.25486,0,-3.00513,0,0.1087,,,,,,,,,,,,,,,,,,0.335877863,0.338461559,0.897371736,3,-0.558104825,-113.4506153,112.8925105,4536,0.02488812,0.003305067,,-755.1219445,-755.1191498,0.002794688,-754.866981,-754.864261,0.00272
TYHHDWAHJRRYCU-UHFFFAOYSA-N,O=[N+]([O-])c1c(OCC(=O)O)cccc1,Train,-2.014,197.147,157.5,138.555,-739.765426,-0.01948,0.21067,0.30217,371.6324158,-0.70937,0.78935,-2.66986,-0.01172,-2.16971,5.8169,,,,,,,,,,,,,,,,,,0.579194543,0.712326307,0.803221959,3,137.7934707,-203.2893935,341.0828642,8099,0.042114195,0.013939758,,-726.076065,-726.0869317,-0.010866722,-725.94304,-725.951228,-0.008188
TYMLOMAKGOJONV-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(N)cc1,Train,-2.37,138.1256,147.5,91.193,-492.062742,-0.016644,0.22838,0.26731,303.3133545,-0.81068,0.48434,-0.90869,-0.72882,-1.23503,11.3959,,,,,,,,,,,,,,,,,,0.406542056,0.550632911,0.732394366,2,46.34371298,-211.9750931,258.3188061,4809,0.053715701,0.025094233,,-482.9120466,-482.9149043,-0.002857717,-482.809579,-482.811883,-0.002304
TZFWDZFKRBELIQ-UHFFFAOYSA-N,Clc1cc2[nH]c(=O)oc2cc1,Train,-2.77605,169.5671,191.5,79.537,-934.532091,-0.012977,0.2725,0.27103,319.0333252,-0.65587,0.91716,-1.16062,0.48213,-1.79313,3.7178,,,,,,,,,,,,,,,,,,0.366666667,0.50867052,0.844068263,3,76.00740867,-121.9502732,197.9576819,3007,0.049382981,0.025151371,,-920.1741496,-920.1799559,-0.005806279,-920.093483,-920.099202,-0.005719
TZIHFWKZFHZASV-UHFFFAOYSA-N,O=COC,Train,0.58,60.0524,-100,54.161,-229.046634,-0.006609,0.30378,0.32391,201.8628845,-0.64961,0.65629,-1.20059,0.31102,-1.20059,2.5829,,,,,,,,,,,,,,,,,,0.68,0.776565958,0.896551724,3,13.40230678,-77.04158988,90.44389666,3178,0.028459376,0.004856912,,-224.7963416,-224.7949467,0.00139484,-224.751468,-224.750882,0.000586
TZYQTWHRLVDYPL-UHFFFAOYSA-N,O=C1N=CN=CC1,Train,0.59,96.0884,164,69.743,-339.502181,-0.016027,0.20458,0.29763,243.8683777,-0.6561,0.69095,-0.59804,0.55242,-1.68954,5.8062,,,,,,,,,,,,,,,,,,0.619976476,0.683469914,0.937165429,3,52.8903796,-163.7438204,216.6342,4575,0.047351738,0.016010762,,-333.1986842,-333.2096991,-0.011014818,-333.133957,-333.144872,-0.010915
UAYYWDWWESZIPA-UHFFFAOYSA-N,Fc1c(N2CC(N)(C)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,Train,-5.616,331.3459,294,230.456,-1148.173984,-0.029211,0.25191,0.24908,552.2521973,-0.93252,0.80638,-2.13614,-0.96127,-4.25122,19.5922,,,,,,,,,,,,,,,,,,0.435045317,0.709593551,0.742553214,4,247.6794827,-389.6242092,637.3036919,13803,0.04617139,0.013624217,,-1127.098303,-1127.115325,-0.01702299,-1126.753398,-1126.771141,-0.017743
UBUCNCOMADRQHX-UHFFFAOYSA-N,O=NN(c1ccccc1)c1ccccc1,Train,-3.75,198.2238,66.5,159.785,-647.825446,-0.009923,0.25124,0.26321,407.4526672,-0.44153,0.2655,-0.44153,-2.13824,-0.46967,5.7511,,,,,,,,,,,,,,,,,,0.589187386,0.682809055,0.811266163,3,-2.198752767,-162.1697397,159.970987,3373,-0.048078784,0.017130361,,-635.8959288,-635.8910893,0.004839522,-635.709133,-635.704856,0.004277
UCIUVGVKELKZSD-UHFFFAOYSA-N,O=C(N(CCO)CCO)COC(=O)c1ccccc1,Train,0.43,267.281,81,191.246,-936.303636,-0.020659,0.25381,0.27728,497.815033,-0.82369,0.82196,-3.50985,-0.82531,-3.98804,8.5734,,,,,,,,,,,,,,,,,,0.553694674,0.580019796,0.920745388,6,72.69369262,-241.9440376,314.6377302,4989,0.044891587,0.016900263,,-919.0815791,-919.091727,-0.010147931,-918.7826,-918.792118,-0.009518
UCMIRNVEIXFBKS-UHFFFAOYSA-N,O=C(O)CCN,Train,0.999479,89.0938,202,67.404,-323.687419,-0.016788,0.30133,0.28131,255.7904816,-0.95084,0.83049,-1.37191,-0.04018,-2.32275,5.1647,,,,,,,,,,,,,,,,,,0.543751771,0.736095688,0.770833378,3,51.5515229,-156.542294,208.0938169,4384,0.047466655,0.020981136,,-317.6871982,-317.7006871,-0.013488809,-317.594255,-317.606428,-0.012173
UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)Cl,Train,-6.899998,318.0292,89,203.505,-2378.969578,-0.006494,0.25466,0.26553,492.9644165,-0.24975,0.26979,0,-2.20629,0.07377,0.1464,,,,,,,,,,,,,,,,,,0.473044378,0.680952381,0.684385382,2,168.4598072,0,168.4598072,2791,0.030613753,0.00534934,,-2346.585101,-2346.586934,-0.0018334,-2346.429123,-2346.43034,-0.001217
UCTWMZQNUQWSLP-UHFFFAOYSA-N,OC(CNC)c1cc(O)c(O)cc1,Train,-0.962,183.2066,197,133.975,-631.044151,-0.017543,0.30343,0.23507,394.1587524,-0.79681,0.53538,-2.2677,-1.07369,-3.00327,6.1917,,,,,,,,,,,,,,,,,,0.651471614,0.847787639,0.992904482,5,4.997340801,-211.5766156,216.5739564,5086,-0.041042765,0.012859209,,-619.4464541,-619.4628207,-0.016366556,-619.235892,-619.252701,-0.016809
UDUNORRTIFRHKX-UHFFFAOYSA-N,ClC1=C(NC2C=C(CC(=O)OCC(=O)NC(C(=O)OC)C(C)C)C=CC=C2)C(Cl)C=CC=C1,Train,-1.59908,495.4016,517,326.499,-2337.06816,-0.06075,0.24364,0.23602,822.428894,-0.93644,0.84435,-3.08016,-2.57111,-5.15076,19.8146,,,,,,,,,,,,,,,,,,0.421475138,0.524741591,0.816936504,6,-88.75564776,-784.5041896,695.7485418,13784,0.045130868,0.018135808,,-2299.733926,-2299.708468,0.02545809,-2299.222536,-2299.199134,0.023402
